ID;TIME;POS X;VEL X;ACCEL X;POS X init;VEL X init;POS Y;VEL Y;ACCEL Y;POS Y init;VEL Y init
0;0;46.45265238183201;7.141059276422997;0.0;46.45265238183201;7.141059276422997;33.7183547886455;-18.072309023956784;9.8;33.7183547886455;-18.072309023956784
0;0.016;46.56690933025478;7.141059276422997;0.0;46.45265238183201;7.141059276422997;33.43045224426219;-17.915509023956783;9.8;33.7183547886455;-18.072309023956784
0;0.037000000000000005;46.71687157505966;7.141059276422997;0.0;46.45265238183201;7.141059276422997;33.0563874547591;-17.709709023956783;9.8;33.7183547886455;-18.072309023956784
0;0.054000000000000006;46.838269582758855;7.141059276422997;0.0;46.45265238183201;7.141059276422997;32.75673850135183;-17.543109023956784;9.8;33.7183547886455;-18.072309023956784
0;0.083;47.04536030177512;7.141059276422997;0.0;46.45265238183201;7.141059276422997;32.25210923965709;-17.258909023956782;9.8;33.7183547886455;-18.072309023956784
0;0.099;47.15961725019789;7.141059276422997;0.0;46.45265238183201;7.141059276422997;31.977221095273777;-17.102109023956785;9.8;33.7183547886455;-18.072309023956784
0;0.116;47.281015257897074;7.141059276422997;0.0;46.45265238183201;7.141059276422997;31.687901341866514;-16.935509023956783;9.8;33.7183547886455;-18.072309023956784
0;0.133;47.402413265596266;7.141059276422997;0.0;46.45265238183201;7.141059276422997;31.401413788459248;-16.768909023956784;9.8;33.7183547886455;-18.072309023956784
0;0.154;47.55237551040115;7.141059276422997;0.0;46.45265238183201;7.141059276422997;31.051427598956153;-16.563109023956784;9.8;33.7183547886455;-18.072309023956784
0;0.2;47.88086423711661;7.141059276422997;0.0;46.45265238183201;7.141059276422997;30.299892983854143;-16.112309023956783;9.8;33.7183547886455;-18.072309023956784
0;0.21700000000000003;48.0022622448158;7.141059276422997;0.0;46.45265238183201;7.141059276422997;30.027399830446875;-15.945709023956784;9.8;33.7183547886455;-18.072309023956784
0;0.23700000000000002;48.14508343034426;7.141059276422997;0.0;46.45265238183201;7.141059276422997;29.71044564996774;-15.749709023956783;9.8;33.7183547886455;-18.072309023956784
0;0.254;48.26648143804345;7.141059276422997;0.0;46.45265238183201;7.141059276422997;29.444116696560478;-15.583109023956784;9.8;33.7183547886455;-18.072309023956784
0;0.28300000000000003;48.47357215705972;7.141059276422997;0.0;46.45265238183201;7.141059276422997;28.99632743486573;-15.298909023956783;9.8;33.7183547886455;-18.072309023956784
0;0.29900000000000004;48.587829105482484;7.141059276422997;0.0;46.45265238183201;7.141059276422997;28.75279929048242;-15.142109023956783;9.8;33.7183547886455;-18.072309023956784
0;0.31600000000000006;48.709227113181676;7.141059276422997;0.0;46.45265238183201;7.141059276422997;28.496799537075155;-14.975509023956782;9.8;33.7183547886455;-18.072309023956784
